No.,Name,name_url,HP,Att,Def,S.Att,S.Def,Spd,PrimaryType,SecondaryType,Ability1,Ability2,HiddenAbility,Generation,Male%,Female%,against_Normal,against_Fire,against_Water,against_Electric,against_Grass,against_Ice,against_Fight,against_Poison,against_Ground,against_Flying,against_Psychic,against_Bug,against_Rock,against_Ghost,against_Dragon,against_Dark,against_Steel,against_Fairy,Height (m),Weight (kg),Capture Rate,Base Happiness,Base Egg Steps,Experience Growth,mega_evolution,overall_legendary
573,Cinccino,cinccino,75,95,60,65,60,115,normal,,Cute Charm,Technician,Skill Link,5,25,75,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0.5,7.5,60,50,1920,Fast,0,0
574,Gothita,gothita,45,30,50,55,65,45,psychic,,Frisk,Competitive,Shadow Tag,5,25,75,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,0.4,5.8,200,50,2560,Medium Slow,0,0
575,Gothorita,gothorita,60,45,70,75,85,55,psychic,,Frisk,Competitive,Shadow Tag,5,25,75,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,0.7,18,100,50,2560,Medium Slow,0,0
576,Gothitelle,gothitelle,70,55,95,95,110,65,psychic,,Frisk,Competitive,Shadow Tag,5,25,75,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,1.5,44,50,50,2560,Medium Slow,0,0
577,Solosis,solosis,45,30,40,105,50,20,psychic,,Overcoat,Magic Guard,Regenerator,5,50,50,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,0.3,1,200,50,2560,Medium Slow,0,0
578,Duosion,duosion,65,40,50,125,60,30,psychic,,Overcoat,Magic Guard,Regenerator,5,50,50,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,0.6,8,100,50,2560,Medium Slow,0,0
579,Reuniclus,reuniclus,110,65,75,125,85,30,psychic,,Overcoat,Magic Guard,Regenerator,5,50,50,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,1,20.1,50,50,2560,Medium Slow,0,0
580,Ducklett,ducklett,62,44,50,44,50,55,water,flying,Keen Eye,Big Pecks,Hydration,5,50,50,1,0.5,0.5,4,1,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,1,0.5,5.5,190,50,2560,Medium Fast,0,0
581,Swanna,swanna,75,87,63,87,63,98,water,flying,Keen Eye,Big Pecks,Hydration,5,50,50,1,0.5,0.5,4,1,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,1,1.3,24.2,45,50,2560,Medium Fast,0,0
582,Vanillite,vanillite,36,50,50,65,60,44,ice,,Ice Body,Snow Cloak,Weak Armor,5,50.2,49.8,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1,0.4,5.7,255,50,2560,Slow,0,0
583,Vanillish,vanillish,51,65,65,80,75,59,ice,,Ice Body,Snow Cloak,Weak Armor,5,50.2,49.8,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1,1.1,41,120,50,2560,Slow,0,0
584,Vanilluxe,vanilluxe,71,95,85,110,95,79,ice,,Ice Body,Snow Warning,Weak Armor,5,50.2,49.8,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1,1.3,57.5,45,50,2560,Slow,0,0
585,Deerling,deerling,60,60,50,40,50,75,normal,grass,Chlorophyll,Sap Sipper,Serene Grace,5,50,50,1,2,0.5,0.5,0.5,2,2,2,0.5,2,1,2,1,0,1,1,1,1,0.6,19.5,190,50,2560,Medium Fast,0,0
586,Sawsbuck,sawsbuck,80,100,70,60,70,95,normal,grass,Chlorophyll,Sap Sipper,Serene Grace,5,50,50,1,2,0.5,0.5,0.5,2,2,2,0.5,2,1,2,1,0,1,1,1,1,1.9,92.5,75,50,2560,Medium Fast,0,0
587,Emolga,emolga,55,75,60,75,60,103,electric,flying,Static,,Motor Drive,5,50.2,49.8,1,1,1,1,0.5,2,0.5,1,0,0.5,1,0.5,2,1,1,1,0.5,1,0.4,5,200,50,2560,Medium Fast,0,0
588,Karrablast,karrablast,50,75,45,40,45,60,bug,,Swarm,Shed Skin,No Guard,5,50.2,49.8,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1,0.5,5.9,200,50,1920,Medium Fast,0,0
589,Escavalier,escavalier,70,135,105,60,105,20,bug,steel,Swarm,Shell Armor,Overcoat,5,50.2,49.8,0.5,4,1,1,0.25,0.5,1,0,1,1,0.5,0.5,1,1,0.5,1,0.5,0.5,1,33,75,50,1920,Medium Fast,0,0
590,Foongus,foongus,69,55,45,55,55,15,grass,poison,Effect Spore,,Regenerator,5,50,50,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5,0.2,1,190,50,2560,Medium Fast,0,0
591,Amoonguss,amoonguss,114,85,70,85,80,30,grass,poison,Effect Spore,,Regenerator,5,50,50,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5,0.6,10.5,75,50,2560,Medium Fast,0,0
592,Frillish,frillish,55,40,50,65,85,40,water,ghost,Water Absorb,Cursed Body,Damp,5,50.2,49.8,0,0.5,0.5,2,2,0.5,0,0.5,1,1,1,0.5,1,2,1,2,0.5,1,1.2,33,190,50,2560,Medium Fast,0,0
593,Jellicent,jellicent,100,60,70,85,105,60,water,ghost,Water Absorb,Cursed Body,Damp,5,50.2,49.8,0,0.5,0.5,2,2,0.5,0,0.5,1,1,1,0.5,1,2,1,2,0.5,1,2.2,135,60,50,2560,Medium Fast,0,0
594,Alomomola,alomomola,165,75,80,40,45,65,water,,Healer,Hydration,Regenerator,5,50,50,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,1.2,31.6,75,50,5120,Fast,0,0
595,Joltik,joltik,50,47,50,57,50,65,bug,electric,Compoundeyes,Unnerve,Swarm,5,50,50,1,2,1,0.5,0.5,1,0.5,1,1,1,1,1,2,1,1,1,0.5,1,0.1,0.6,190,50,2560,Medium Fast,0,0
596,Galvantula,galvantula,70,77,60,97,60,108,bug,electric,Compoundeyes,Unnerve,Swarm,5,50,50,1,2,1,0.5,0.5,1,0.5,1,1,1,1,1,2,1,1,1,0.5,1,0.8,14.3,75,50,2560,Medium Fast,0,0
597,Ferroseed,ferroseed,44,50,91,24,86,10,grass,steel,Iron Barbs,,,5,50.2,49.8,0.5,4,0.5,0.5,0.25,1,2,0,1,1,0.5,1,0.5,1,0.5,1,0.5,0.5,0.6,18.8,255,50,2560,Medium Fast,0,0
598,Ferrothorn,ferrothorn,74,94,131,54,116,20,grass,steel,Iron Barbs,,Anticipation,5,50.2,49.8,0.5,4,0.5,0.5,0.25,1,2,0,1,1,0.5,1,0.5,1,0.5,1,0.5,0.5,1,110,90,50,2560,Medium Fast,0,0
599,Klink,klink,40,55,70,45,60,30,steel,,Plus,Minus,Clear Body,5,,,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5,0.3,21,130,50,2560,Medium Slow,0,0
600,Klang,klang,60,80,95,70,85,50,steel,,Plus,Minus,Clear Body,5,,,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5,0.6,51,60,50,2560,Medium Slow,0,0
601,Klinklang,klinklang,60,100,115,70,85,90,steel,,Plus,Minus,Clear Body,5,,,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5,0.6,81,30,50,2560,Medium Slow,0,0
602,Tynamo,tynamo,35,55,40,45,40,60,electric,,Levitate,,,5,50,50,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,0.2,0.3,190,50,2560,Slow,0,0
603,Eelektrik,eelektrik,65,85,70,75,70,40,electric,,Levitate,,,5,50,50,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,1.2,22,60,50,2560,Slow,0,0
604,Eelektross,eelektross,85,115,80,105,80,50,electric,,Levitate,,,5,50,50,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,2.1,80.5,30,50,2560,Slow,0,0
605,Elgyem,elgyem,55,55,55,85,55,30,psychic,,Telepathy,Synchronize,Analytic,5,50.2,49.8,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,0.5,9,255,50,2560,Medium Fast,0,0
606,Beheeyem,beheeyem,75,75,75,125,95,40,psychic,,Telepathy,Synchronize,Analytic,5,50.2,49.8,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,1,34.5,90,50,2560,Medium Fast,0,0
607,Litwick,litwick,50,30,55,65,55,20,ghost,fire,Flash Fire,Flame Body,Infiltrator,5,50,50,0,0.5,2,1,0.5,0.5,0,0.5,2,1,1,0.25,2,2,1,2,0.5,0.5,0.3,3.1,190,50,2560,Medium Slow,0,0
608,Lampent,lampent,60,40,60,95,60,55,ghost,fire,Flash Fire,Flame Body,Infiltrator,5,50,50,0,0.5,2,1,0.5,0.5,0,0.5,2,1,1,0.25,2,2,1,2,0.5,0.5,0.6,13,90,50,2560,Medium Slow,0,0
609,Chandelure,chandelure,60,55,90,145,90,80,ghost,fire,Flash Fire,Flame Body,Infiltrator,5,50,50,0,0.5,2,1,0.5,0.5,0,0.5,2,1,1,0.25,2,2,1,2,0.5,0.5,1,34.3,45,50,2560,Medium Slow,0,0
610,Axew,axew,46,87,60,30,40,57,dragon,,Rivalry,Mold Breaker,Unnerve,5,50,50,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2,0.6,18,75,35,5120,Slow,0,0
611,Fraxure,fraxure,66,117,70,40,50,67,dragon,,Rivalry,Mold Breaker,Unnerve,5,50,50,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2,1,36,60,35,5120,Slow,0,0
612,Haxorus,haxorus,76,147,90,60,70,97,dragon,,Rivalry,Mold Breaker,Unnerve,5,50,50,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2,1.8,105.5,45,35,5120,Slow,0,0
613,Cubchoo,cubchoo,55,70,40,60,40,40,ice,,Snow Cloak,Slush Rush,Rattled,5,50,50,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1,0.5,8.5,120,50,2560,Medium Fast,0,0
614,Beartic,beartic,95,130,80,70,80,50,ice,,Snow Cloak,Slush Rush,Swift Swim,5,50,50,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1,2.6,260,60,50,2560,Medium Fast,0,0
615,Cryogonal,cryogonal,80,50,50,95,135,105,ice,,Levitate,,,5,,,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1,1.1,148,25,50,3200,Medium Fast,0,0
616,Shelmet,shelmet,50,40,85,40,65,25,bug,,Hydration,Shell Armor,Overcoat,5,50.2,49.8,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1,0.4,7.7,200,50,1920,Medium Fast,0,0
617,Accelgor,accelgor,80,70,40,100,60,145,bug,,Hydration,Sticky Hold,Unburden,5,50.2,49.8,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1,0.8,25.3,75,50,1920,Medium Fast,0,0
618,Stunfisk,stunfisk,109,66,84,81,99,32,ground,electric,Static,Limber,Sand Veil,5,50.2,49.8,1,1,2,0,2,2,1,0.5,2,0.5,1,1,0.5,1,1,1,0.5,1,0.7,20.5,75,70,2560,Medium Fast,0,0
619,Mienfoo,mienfoo,45,85,50,55,50,65,fighting,,Inner Focus,Regenerator,Reckless,5,50,50,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,0.9,20,180,50,3200,Medium Slow,0,0
620,Mienshao,mienshao,65,125,60,95,60,105,fighting,,Inner Focus,Regenerator,Reckless,5,50,50,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,1.4,35.5,45,50,3200,Medium Slow,0,0
621,Druddigon,druddigon,77,120,90,60,90,48,dragon,,Rough Skin,Sheer Force,Mold Breaker,5,50.2,49.8,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2,1.6,139,45,50,3840,Medium Fast,0,0
622,Golett,golett,59,74,50,35,50,35,ground,ghost,Iron Fist,Klutz,No Guard,5,,,0,1,2,0,2,2,0,0.25,1,1,1,0.5,0.5,2,1,2,1,1,1,92,190,50,3200,Medium Fast,0,0
623,Golurk,golurk,89,124,80,55,80,55,ground,ghost,Iron Fist,Klutz,No Guard,5,,,0,1,2,0,2,2,0,0.25,1,1,1,0.5,0.5,2,1,2,1,1,2.8,330,90,50,3200,Medium Fast,0,0
624,Pawniard,pawniard,45,85,70,40,40,60,dark,steel,Defiant,Inner Focus,Pressure,5,50,50,0.5,2,1,1,0.5,0.5,4,0,2,0.5,0,1,0.5,0.5,0.5,0.5,0.5,1,0.5,10.2,120,35,2560,Medium Fast,0,0
625,Bisharp,bisharp,65,125,100,60,70,70,dark,steel,Defiant,Inner Focus,Pressure,5,50,50,0.5,2,1,1,0.5,0.5,4,0,2,0.5,0,1,0.5,0.5,0.5,0.5,0.5,1,1.6,70,45,35,2560,Medium Fast,0,0
626,Bouffalant,bouffalant,95,110,95,40,95,55,normal,,Reckless,Sap Sipper,Soundproof,5,50.2,49.8,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,1.6,94.6,45,50,2560,Medium Fast,0,0
627,Rufflet,rufflet,70,83,50,37,50,60,normal,flying,Keen Eye,Sheer Force,Hustle,5,100,0,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1,0.5,10.5,190,50,2560,Slow,0,0
628,Braviary,braviary,100,123,75,57,75,80,normal,flying,Keen Eye,Sheer Force,Defiant,5,100,0,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1,1.5,41,60,50,2560,Slow,0,0
629,Vullaby,vullaby,70,55,75,45,65,60,dark,flying,Big Pecks,Overcoat,Weak Armor,5,0,100,1,1,1,2,0.5,2,1,1,0,1,0,1,2,0.5,1,0.5,1,2,0.5,9,190,35,2560,Slow,0,0
630,Mandibuzz,mandibuzz,110,65,105,55,95,80,dark,flying,Big Pecks,Overcoat,Weak Armor,5,0,100,1,1,1,2,0.5,2,1,1,0,1,0,1,2,0.5,1,0.5,1,2,1.2,39.5,60,35,2560,Slow,0,0
631,Heatmor,heatmor,85,97,66,105,66,65,fire,,Gluttony,Flash Fire,White Smoke,5,50.2,49.8,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,1.4,58,90,50,2560,Medium Fast,0,0
632,Durant,durant,58,109,112,48,48,109,bug,steel,Swarm,Hustle,Truant,5,50.2,49.8,0.5,4,1,1,0.25,0.5,1,0,1,1,0.5,0.5,1,1,0.5,1,0.5,0.5,0.3,33,90,50,2560,Medium Fast,0,0
633,Deino,deino,52,65,50,45,50,38,dark,dragon,Hustle,,,5,50,50,1,0.5,0.5,0.5,0.5,2,2,1,1,1,0,2,1,0.5,2,0.5,1,4,0.8,17.3,45,35,5120,Slow,0,0
634,Zweilous,zweilous,72,85,70,65,70,58,dark,dragon,Hustle,,,5,50,50,1,0.5,0.5,0.5,0.5,2,2,1,1,1,0,2,1,0.5,2,0.5,1,4,1.4,50,45,35,5120,Slow,0,0
635,Hydreigon,hydreigon,92,105,90,125,90,98,dark,dragon,Levitate,,,5,50,50,1,0.5,0.5,0.5,0.5,2,2,1,1,1,0,2,1,0.5,2,0.5,1,4,1.8,160,45,35,5120,Slow,0,0
636,Larvesta,larvesta,55,85,55,50,55,60,bug,fire,Flame Body,,Swarm,5,50,50,1,1,2,1,0.25,0.5,0.5,1,1,2,1,0.5,4,1,1,1,0.5,0.5,1.1,28.8,45,50,5120,Slow,0,0
637,Volcarona,volcarona,85,60,65,135,105,100,bug,fire,Flame Body,,Swarm,5,50,50,1,1,2,1,0.25,0.5,0.5,1,1,2,1,0.5,4,1,1,1,0.5,0.5,1.6,46,15,50,5120,Slow,0,0
638,Cobalion,cobalion,91,90,129,90,72,108,steel,fighting,Justified,,,5,,,0.5,2,1,1,0.5,0.5,2,0,2,1,1,0.25,0.25,1,0.5,0.5,0.5,1,2.1,250,3,35,10240,Slow,0,1
639,Terrakion,terrakion,91,129,90,72,90,108,rock,fighting,Justified,,,5,,,0.5,0.5,2,1,2,1,2,0.5,2,1,2,0.5,0.5,1,1,0.5,2,2,1.9,260,3,35,10240,Slow,0,1
640,Virizion,virizion,91,90,72,90,129,108,grass,fighting,Justified,,,5,,,1,2,0.5,0.5,0.5,2,1,2,0.5,4,2,1,0.5,1,1,0.5,1,2,2,200,3,35,10240,Slow,0,1
641,Tornadus,tornadus,79,115,70,125,80,111,flying,,Prankster,,Defiant,5,100,0,1,1,1,2,0.5,2,0.5,1,0,1,1,0.5,2,1,1,1,1,1,1.5,63,3,90,15360,Slow,0,1
642,Thundurus,thundurus,79,115,70,125,80,111,electric,flying,Prankster,,Defiant,5,100,0,1,1,1,1,0.5,2,0.5,1,0,0.5,1,0.5,2,1,1,1,0.5,1,1.5,61,3,90,15360,Slow,0,1
643,Reshiram,reshiram,100,120,100,150,120,90,dragon,fire,Turboblaze,,,5,,,1,0.25,1,0.5,0.25,1,1,1,2,1,1,0.5,2,1,2,1,0.5,1,3.2,330,3,0,15360,Slow,0,1
644,Zekrom,zekrom,100,150,120,120,100,90,dragon,electric,Teravolt,,,5,,,1,0.5,0.5,0.25,0.5,2,1,1,2,0.5,1,1,1,1,2,1,0.5,2,2.9,345,3,0,15360,Slow,0,1
645,Landorus,landorus,89,125,90,115,80,101,ground,flying,Sand Force,,Sheer Force,5,100,0,1,1,2,0,1,4,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1.5,68,3,90,15360,Slow,0,1
646,Kyurem,kyurem,125,130,90,130,90,95,dragon,ice,Pressure,,,5,,,1,1,0.5,0.5,0.5,1,2,1,1,1,1,1,2,1,2,1,2,2,3,325,3,0,15360,Slow,0,1
647,Keldeo,keldeo,91,72,90,129,90,108,water,fighting,Justified,,,5,,,1,0.5,0.5,2,2,0.5,1,1,1,2,2,0.5,0.5,1,1,0.5,0.5,2,1.4,48.5,3,35,10240,Slow,0,1
648,Meloetta,meloetta,100,77,77,128,128,90,normal,psychic,Serene Grace,,,5,,,1,1,1,1,1,1,1,1,1,1,0.5,2,1,0,1,2,1,1,0.6,6.5,3,100,15360,Slow,0,1
649,Genesect,genesect,71,120,95,120,95,99,bug,steel,Download,,,5,,,0.5,4,1,1,0.25,0.5,1,0,1,1,0.5,0.5,1,1,0.5,1,0.5,0.5,1.5,82.5,3,0,15360,Slow,0,1
650,Chespin,chespin,56,61,65,48,45,38,grass,,Overgrow,,Bulletproof,6,88,12,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0.4,9,45,50,2560,Medium Slow,0,0
651,Quilladin,quilladin,61,78,95,56,58,57,grass,,Overgrow,,Bulletproof,6,88,12,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0.7,29,45,50,2560,Medium Slow,0,0
652,Chesnaught,chesnaught,88,107,122,74,75,64,grass,fighting,Overgrow,,Bulletproof,6,88,12,1,2,0.5,0.5,0.5,2,1,2,0.5,4,2,1,0.5,1,1,0.5,1,2,1.6,90,45,50,2560,Medium Slow,0,0
653,Fennekin,fennekin,40,45,40,62,60,60,fire,,Blaze,,Magician,6,88,12,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,0.4,9.4,45,50,2560,Medium Slow,0,0
654,Braixen,braixen,59,59,58,90,70,73,fire,,Blaze,,Magician,6,88,12,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,1,14.5,45,50,2560,Medium Slow,0,0
655,Delphox,delphox,75,69,72,114,100,104,fire,psychic,Blaze,,Magician,6,88,12,1,0.5,2,1,0.5,0.5,0.5,1,2,1,0.5,1,2,2,1,2,0.5,0.5,1.5,39,45,50,2560,Medium Slow,0,0
656,Froakie,froakie,41,56,40,62,44,71,water,,Torrent,,Protean,6,88,12,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0.3,7,45,50,2560,Medium Slow,0,0
657,Frogadier,frogadier,54,63,52,83,56,97,water,,Torrent,,Protean,6,88,12,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0.6,10.9,45,50,2560,Medium Slow,0,0
658,Greninja,greninja,72,95,67,103,71,122,water,dark,Torrent,,Protean,6,88,12,1,0.5,0.5,2,2,0.5,2,1,1,1,0,2,1,0.5,1,0.5,0.5,2,1.5,40,45,50,2560,Medium Slow,0,0
659,Bunnelby,bunnelby,38,36,38,32,36,57,normal,,Pickup,Cheek Pouch,Huge Power,6,50.2,49.8,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0.4,5,255,50,1920,Medium Fast,0,0
660,Diggersby,diggersby,85,56,77,50,77,78,normal,ground,Pickup,Cheek Pouch,Huge Power,6,50.2,49.8,1,1,2,0,2,2,2,0.5,1,1,1,1,0.5,0,1,1,1,1,1,42.4,127,50,1920,Medium Fast,0,0
661,Fletchling,fletchling,45,50,43,40,38,62,normal,flying,Big Pecks,,Gale Wings,6,50,50,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1,0.3,1.7,255,50,1920,Medium Slow,0,0
662,Fletchinder,fletchinder,62,73,55,56,52,84,fire,flying,Flame Body,,Gale Wings,6,50,50,1,0.5,2,2,0.25,1,0.5,1,0,1,1,0.25,4,1,1,1,0.5,0.5,0.7,16,120,50,1920,Medium Slow,0,0
663,Talonflame,talonflame,78,81,71,74,69,126,fire,flying,Flame Body,,Gale Wings,6,50,50,1,0.5,2,2,0.25,1,0.5,1,0,1,1,0.25,4,1,1,1,0.5,0.5,1.2,24.5,45,50,1920,Medium Slow,0,0
664,Scatterbug,scatterbug,38,35,40,27,25,35,bug,,Shield Dust,Compoundeyes,Friend Guard,6,50,50,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1,0.3,2.5,255,50,1920,Medium Fast,0,0
665,Spewpa,spewpa,45,22,60,27,30,29,bug,,Shed Skin,,Friend Guard,6,50,50,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1,0.3,8.4,120,50,1920,Medium Fast,0,0
666,Vivillon,vivillon,80,52,50,90,50,89,bug,flying,Shield Dust,Compoundeyes,Friend Guard,6,50,50,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1,1.2,17,45,50,1920,Medium Fast,0,0
667,Litleo,litleo,62,50,58,73,54,72,fire,normal,Rivalry,Unnerve,Moxie,6,11,89,1,0.5,2,1,0.5,0.5,2,1,2,1,1,0.5,2,0,1,1,0.5,0.5,0.6,13.5,220,50,2560,Medium Slow,0,0
668,Pyroar,pyroar,86,68,72,109,66,106,fire,normal,Rivalry,Unnerve,Moxie,6,11,89,1,0.5,2,1,0.5,0.5,2,1,2,1,1,0.5,2,0,1,1,0.5,0.5,1.5,81.5,65,50,2560,Medium Slow,0,0
669,Flabébé,flabebe,44,38,39,61,79,42,fairy,,Flower Veil,,Symbiosis,6,,,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1,0.1,0.1,225,50,2560,Medium Fast,0,0
670,Floette,floette,54,45,47,75,98,52,fairy,,Flower Veil,,Symbiosis,6,0,100,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1,0.2,0.9,120,50,2560,Medium Fast,0,0
671,Florges,florges,78,65,68,112,154,75,fairy,,Flower Veil,,Symbiosis,6,0,100,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1,1.1,10,45,50,2560,Medium Fast,0,0
672,Skiddo,skiddo,66,65,48,62,57,52,grass,,Sap Sipper,,Grass Pelt,6,50,50,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0.9,31,200,50,2560,Medium Fast,0,0
673,Gogoat,gogoat,123,100,62,97,81,68,grass,,Sap Sipper,,Grass Pelt,6,50,50,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,1.7,91,45,50,2560,Medium Fast,0,0
674,Pancham,pancham,67,82,62,46,48,43,fighting,,Iron Fist,Mold Breaker,Scrappy,6,50.2,49.8,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,0.6,8,220,50,3200,Medium Fast,0,0
675,Pangoro,pangoro,95,124,78,69,71,58,fighting,dark,Iron Fist,Mold Breaker,Scrappy,6,50.2,49.8,1,1,1,1,1,1,2,1,1,2,0,1,0.5,0.5,1,0.25,1,4,2.1,136,65,50,3200,Medium Fast,0,0
676,Furfrou,furfrou,75,80,60,65,90,102,normal,,Fur Coat,,,6,50,50,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,1.2,28,160,70,5120,Medium Fast,0,0
677,Espurr,espurr,62,48,54,63,60,68,psychic,,Keen Eye,Infiltrator,Own Tempo,6,50,50,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,0.3,3.5,190,50,2560,Medium Fast,0,0
678,Meowstic,meowstic,74,48,76,83,81,104,psychic,,Keen Eye,Infiltrator,Prankster,6,50,50,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,0.6,8.5,75,50,2560,Medium Fast,0,0
679,Honedge,honedge,45,80,100,35,37,28,steel,ghost,No Guard,,,6,50.2,49.8,0,2,1,1,0.5,0.5,0,0,2,0.5,0.5,0.25,0.5,2,0.5,2,0.5,0.5,0.8,2,180,50,2560,Medium Fast,0,0
680,Doublade,doublade,59,110,150,45,49,35,steel,ghost,No Guard,,,6,50.2,49.8,0,2,1,1,0.5,0.5,0,0,2,0.5,0.5,0.25,0.5,2,0.5,2,0.5,0.5,0.8,4.5,90,50,2560,Medium Fast,0,0
681,Aegislash,aegislash,60,50,140,50,140,60,steel,ghost,Stance Change,,,6,50.2,49.8,0,2,1,1,0.5,0.5,0,0,2,0.5,0.5,0.25,0.5,2,0.5,2,0.5,0.5,1.7,53,45,50,2560,Medium Fast,0,0
682,Spritzee,spritzee,78,52,60,63,65,23,fairy,,Healer,,Aroma Veil,6,50.2,49.8,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1,0.2,0.5,200,50,2560,Medium Fast,0,0
683,Aromatisse,aromatisse,101,72,72,99,89,29,fairy,,Healer,,Aroma Veil,6,50.2,49.8,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1,0.8,15.5,140,50,2560,Medium Fast,0,0
684,Swirlix,swirlix,62,48,66,59,57,49,fairy,,Sweet Veil,,Unburden,6,50.2,49.8,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1,0.4,3.5,200,50,2560,Medium Fast,0,0
685,Slurpuff,slurpuff,82,80,86,85,75,72,fairy,,Sweet Veil,,Unburden,6,50.2,49.8,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1,0.8,5,140,50,2560,Medium Fast,0,0
686,Inkay,inkay,53,54,53,37,46,45,dark,psychic,Contrary,Suction Cups,Infiltrator,6,50,50,1,1,1,1,1,1,1,1,1,1,0,4,1,1,1,1,1,2,0.4,3.5,190,50,2560,Medium Fast,0,0
