UniqeIdentifier,No.,Name,name_url,HP,Att,Def,S.Att,S.Def,Spd,Ph.Sweep,Sp.Sweep,Wall,Ph.Tank,Sp.Tank,PrimaryType,SecondaryType,Ability,Ability Gen,Ability Category,Activation Requirement,Gen,Male%,Female%,against_Normal,against_Fire,against_Water,against_Electric,against_Grass,against_Ice,against_Fight,against_Poison,against_Ground,against_Flying,against_Psychic,against_Bug,against_Rock,against_Ghost,against_Dragon,against_Dark,against_Steel,against_Fairy,Height (m),Weight (kg),Capture Rate,Base Happiness,Base Egg Steps,Experience Growth,mega_evolution,overall_legendary,final_stage,regional_form
221piloswineOblivious2,221,Piloswine,piloswine,100,100,80,60,60,50,150,110,240,180,120,ice,ground,Oblivious,3,Damage Modification,Yes,2,50,50,1,2,2,0,2,1,2,0.5,1,1,1,1,1,1,1,1,2,1,1.1,55.8,75,50,2560,Slow,0,0,0,0
221piloswineSnow Cloak2,221,Piloswine,piloswine,100,100,80,60,60,50,150,110,240,180,120,ice,ground,Snow Cloak,4,Stats Affected,Yes,2,50,50,1,2,2,0,2,1,2,0.5,1,1,1,1,1,1,1,1,2,1,1.1,55.8,75,50,2560,Slow,0,0,0,0
221piloswineThick Fat2,221,Piloswine,piloswine,100,100,80,60,60,50,150,110,240,180,120,ice,ground,Thick Fat,3,Type Advantage and Manipulation,No,2,50,50,1,0.5,2,0,2,1,2,0.5,1,1,1,1,1,1,1,1,2,1,1.1,55.8,75,50,2560,Slow,0,0,0,0
222corsolaHustle2,222,Corsola,corsola,65,55,95,65,95,35,90,100,255,150,160,water,rock,Hustle,3,Stats Affected,No,2,24.9,75.1,0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1,0.6,0.5,60,50,2560,Fast,0,0,1,0
222corsolaNatural Cure2,222,Corsola,corsola,65,55,95,65,95,35,90,100,255,150,160,water,rock,Natural Cure,3,Stats Affected,Yes,2,24.9,75.1,0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1,0.6,0.5,60,50,2560,Fast,0,0,1,0
222corsolaRegenerator2,222,Corsola,corsola,65,55,95,65,95,35,90,100,255,150,160,water,rock,Regenerator,5,Healing,Yes,2,24.9,75.1,0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1,0.6,0.5,60,50,2560,Fast,0,0,1,0
222corsolaWeak Armor8,222,Corsola,corsola,60,55,100,65,100,30,85,95,260,155,165,ghost, ,Weak Armor,5,Stats Affected,No,8,24.9,75.1,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1,0.6,0.5,60,50,2560,Fast,0,0,1,1
222corsolaCursed Body8,222,Corsola,corsola,60,55,100,65,100,30,85,95,260,155,165,ghost,,Cursed Body,5,Miscellaneous,No,8,24.9,75.1,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1,0.6,0.5,60,50,2560,Fast,0,0,1,1
223remoraidHustle2,223,Remoraid,remoraid,35,65,35,65,35,65,130,130,105,100,100,water,,Hustle,3,Stats Affected,No,2,50.2,49.8,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0.6,12,190,50,2560,Medium Fast,0,0,0,0
223remoraidSniper2,223,Remoraid,remoraid,35,65,35,65,35,65,130,130,105,100,100,water,,Sniper,4,Critical Hit Interaction,Yes,2,50.2,49.8,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0.6,12,190,50,2560,Medium Fast,0,0,0,0
223remoraidMoody2,223,Remoraid,remoraid,35,65,35,65,35,65,130,130,105,100,100,water,,Moody,5,Stats Affected,No,2,50.2,49.8,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0.6,12,190,50,2560,Medium Fast,0,0,0,0
224octillerySuction Cups2,224,Octillery,octillery,75,105,75,105,75,45,150,150,225,180,180,water,,Suction Cups,3,Miscellaneous,Yes,2,50.2,49.8,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0.9,28.5,75,50,2560,Medium Fast,0,0,1,0
224octillerySniper2,224,Octillery,octillery,75,105,75,105,75,45,150,150,225,180,180,water,,Sniper,4,Critical Hit Interaction,Yes,2,50.2,49.8,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0.9,28.5,75,50,2560,Medium Fast,0,0,1,0
224octilleryMoody2,224,Octillery,octillery,75,105,75,105,75,45,150,150,225,180,180,water,,Moody,5,Stats Affected,No,2,50.2,49.8,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0.9,28.5,75,50,2560,Medium Fast,0,0,1,0
225delibirdVital Spirit2,225,Delibird,delibird,45,55,45,65,45,75,130,140,135,100,110,ice,flying,Vital Spirit,3,Damage Modification,Yes,2,50,50,1,2,1,2,0.5,1,1,1,0,1,1,0.5,4,1,1,1,2,1,0.9,16,45,50,2560,Fast,0,0,1,0
225delibirdHustle2,225,Delibird,delibird,45,55,45,65,45,75,130,140,135,100,110,ice,flying,Hustle,3,Stats Affected,No,2,50,50,1,2,1,2,0.5,1,1,1,0,1,1,0.5,4,1,1,1,2,1,0.9,16,45,50,2560,Fast,0,0,1,0
225delibirdInsomnia2,225,Delibird,delibird,45,55,45,65,45,75,130,140,135,100,110,ice,flying,Insomnia,3,Damage Modification,Yes,2,50,50,1,2,1,2,0.5,1,1,1,0,1,1,0.5,4,1,1,1,2,1,0.9,16,45,50,2560,Fast,0,0,1,0
226mantineSwift Swim2,226,Mantine,mantine,85,40,70,80,140,70,110,150,295,110,220,water,flying,Swift Swim,3,Stats Affected,Yes,2,50.2,49.8,1,0.5,0.5,4,1,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,1,2.1,220,25,50,3200,Slow,0,0,1,0
226mantineWater Absorb2,226,Mantine,mantine,85,40,70,80,140,70,110,150,295,110,220,water,flying,Water Absorb,3,Healing,Yes,2,50.2,49.8,1,0.5,0,4,1,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,1,2.1,220,25,50,3200,Slow,0,0,1,0
226mantineWater Veil2,226,Mantine,mantine,85,40,70,80,140,70,110,150,295,110,220,water,flying,Water Veil,3,Status Affected,Yes,2,50.2,49.8,1,0.5,0.5,4,1,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,1,2.1,220,25,50,3200,Slow,0,0,1,0
227skarmoryKeen Eye2,227,Skarmory,skarmory,65,80,140,40,70,70,150,110,275,220,110,steel,flying,Keen Eye,3,Damage Modification,Yes,2,50,50,0.5,2,1,2,0.25,1,1,0,0,0.5,0.5,0.25,1,1,0.5,1,0.5,0.5,1.7,50.5,25,50,3200,Slow,0,0,1,0
227skarmorySturdy2,227,Skarmory,skarmory,65,80,140,40,70,70,150,110,275,220,110,steel,flying,Sturdy,3,Damage Modification,No,2,50,50,0.5,2,1,2,0.25,1,1,0,0,0.5,0.5,0.25,1,1,0.5,1,0.5,0.5,1.7,50.5,25,50,3200,Slow,0,0,1,0
227skarmoryWeak Armor2,227,Skarmory,skarmory,65,80,140,40,70,70,150,110,275,220,110,steel,flying,Weak Armor,5,Stats Affected,No,2,50,50,0.5,2,1,2,0.25,1,1,0,0,0.5,0.5,0.25,1,1,0.5,1,0.5,0.5,1.7,50.5,25,50,3200,Slow,0,0,1,0
228houndourEarly Bird2,228,Houndour,houndour,45,60,30,80,50,65,125,145,125,90,130,dark,fire,Early Bird,3,Status Affected,No,2,50,50,1,0.5,2,1,0.5,0.5,2,1,2,1,0,1,2,0.5,1,0.5,0.5,1,0.6,10.8,120,35,2560,Slow,0,0,0,0
228houndourFlash Fire2,228,Houndour,houndour,45,60,30,80,50,65,125,145,125,90,130,dark,fire,Flash Fire,3,Conditional Power Boosts,Yes,2,50,50,1,0,2,1,0.5,0.5,2,1,2,1,0,1,2,0.5,1,0.5,0.5,1,0.6,10.8,120,35,2560,Slow,0,0,0,0
228houndourUnnerve2,228,Houndour,houndour,45,60,30,80,50,65,125,145,125,90,130,dark,fire,Unnerve,5,Miscellaneous,No,2,50,50,1,0.5,2,1,0.5,0.5,2,1,2,1,0,1,2,0.5,1,0.5,0.5,1,0.6,10.8,120,35,2560,Slow,0,0,0,0
229houndoomEarly Bird2,229,Houndoom,houndoom,75,90,50,110,80,95,185,205,205,140,190,dark,fire,Early Bird,3,Status Affected,No,2,50,50,1,0.5,2,1,0.5,0.5,2,1,2,1,0,1,2,0.5,1,0.5,0.5,1,1.4,35,45,35,2560,Slow,1,0,1,0
229houndoomFlash Fire2,229,Houndoom,houndoom,75,90,50,110,80,95,185,205,205,140,190,dark,fire,Flash Fire,3,Conditional Power Boosts,Yes,2,50,50,1,0,2,1,0.5,0.5,2,1,2,1,0,1,2,0.5,1,0.5,0.5,1,1.4,35,45,35,2560,Slow,1,0,1,0
229houndoomUnnerve2,229,Houndoom,houndoom,75,90,50,110,80,95,185,205,205,140,190,dark,fire,Unnerve,5,Miscellaneous,No,2,50,50,1,0.5,2,1,0.5,0.5,2,1,2,1,0,1,2,0.5,1,0.5,0.5,1,1.4,35,45,35,2560,Slow,1,0,1,0
230kingdraSwift Swim2,230,Kingdra,kingdra,75,95,95,95,95,85,180,180,265,190,190,water,dragon,Swift Swim,3,Stats Affected,Yes,2,50,50,1,0.25,0.25,1,1,1,1,1,1,1,1,1,1,1,2,1,0.5,2,1.8,152,45,50,2560,Medium Fast,0,0,1,0
230kingdraSniper2,230,Kingdra,kingdra,75,95,95,95,95,85,180,180,265,190,190,water,dragon,Sniper,4,Critical Hit Interaction,Yes,2,50,50,1,0.25,0.25,1,1,1,1,1,1,1,1,1,1,1,2,1,0.5,2,1.8,152,45,50,2560,Medium Fast,0,0,1,0
230kingdraDamp2,230,Kingdra,kingdra,75,95,95,95,95,85,180,180,265,190,190,water,dragon,Damp,3,Miscellaneous,Yes,2,50,50,1,0.25,0.25,1,1,1,1,1,1,1,1,1,1,1,2,1,0.5,2,1.8,152,45,50,2560,Medium Fast,0,0,1,0
231phanpyPickup2,231,Phanpy,phanpy,90,60,60,40,40,40,100,80,190,120,80,ground,,Pickup,3,Miscellaneous,No,2,50,50,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1,0.5,33.5,120,50,2560,Medium Fast,0,0,0,0
231phanpySand Veil2,231,Phanpy,phanpy,90,60,60,40,40,40,100,80,190,120,80,ground,,Sand Veil,3,Weather,Yes,2,50,50,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1,0.5,33.5,120,50,2560,Medium Fast,0,0,0,0
232donphanSturdy2,232,Donphan,donphan,90,120,120,60,60,50,170,110,270,240,120,ground,,Sturdy,3,Damage Modification,No,2,50,50,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1,1.1,120,60,50,2560,Medium Fast,0,0,1,0
232donphanSand Veil2,232,Donphan,donphan,90,120,120,60,60,50,170,110,270,240,120,ground,,Sand Veil,3,Weather,Yes,2,50,50,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1,1.1,120,60,50,2560,Medium Fast,0,0,1,0
233porygon2Trace2,233,Porygon2,porygon2,85,80,90,105,95,60,140,165,270,170,200,normal,,Trace,3,Ability Interaction,No,2,0,0,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0.6,32.5,45,50,2560,Medium Fast,0,0,0,0
233porygon2Download2,233,Porygon2,porygon2,85,80,90,105,95,60,140,165,270,170,200,normal,,Download,4,Miscellaneous,Yes,2,0,0,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0.6,32.5,45,50,2560,Medium Fast,0,0,0,0
233porygon2Analytic2,233,Porygon2,porygon2,85,80,90,105,95,60,140,165,270,170,200,normal,,Analytic,5,Conditional Power Boosts,Yes,2,0,0,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0.6,32.5,45,50,2560,Medium Fast,0,0,0,0
234stantlerIntimidate2,234,Stantler,stantler,73,95,62,85,65,85,180,170,200,157,150,normal,,Intimidate,3,Stats Affected,No,2,50,50,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,1.4,71.2,45,50,2560,Slow,0,0,0,0
234stantlerFrisk2,234,Stantler,stantler,73,95,62,85,65,85,180,170,200,157,150,normal,,Frisk,4,Item Interaction,No,2,50,50,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,1.4,71.2,45,50,2560,Slow,0,0,0,0
234stantlerSap Sipper2,234,Stantler,stantler,73,95,62,85,65,85,180,170,200,157,150,normal,,Sap Sipper,5,Conditional Power Boosts,Yes,2,50,50,1,1,1,1,0,1,2,1,1,1,1,1,1,0,1,1,1,1,1.4,71.2,45,50,2560,Slow,0,0,0,0
235smeargleOwn Tempo2,235,Smeargle,smeargle,55,20,35,20,45,75,95,95,135,55,65,normal,,Own Tempo,3,Damage Modification,Yes,2,50,50,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,1.2,58,45,50,2560,Fast,0,0,1,0
235smeargleTechnician2,235,Smeargle,smeargle,55,20,35,20,45,75,95,95,135,55,65,normal,,Technician,4,Conditional Power Boosts,No,2,50,50,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,1.2,58,45,50,2560,Fast,0,0,1,0
235smeargleMoody2,235,Smeargle,smeargle,55,20,35,20,45,75,95,95,135,55,65,normal,,Moody,5,Stats Affected,No,2,50,50,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,1.2,58,45,50,2560,Fast,0,0,1,0
236tyrogueGuts2,236,Tyrogue,tyrogue,35,35,35,35,35,35,70,70,105,70,70,fighting,,Guts,3,Conditional Power Boosts,Yes,2,100,0,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,0.7,21,75,50,3200,Medium Fast,0,0,0,0
236tyrogueSteadfast2,236,Tyrogue,tyrogue,35,35,35,35,35,35,70,70,105,70,70,fighting,,Steadfast,4,Stats Affected,Yes,2,100,0,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,0.7,21,75,50,3200,Medium Fast,0,0,0,0
236tyrogueVital Spirit2,236,Tyrogue,tyrogue,35,35,35,35,35,35,70,70,105,70,70,fighting,,Vital Spirit,3,Damage Modification,Yes,2,100,0,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,0.7,21,75,50,3200,Medium Fast,0,0,0,0
237hitmontopIntimidate2,237,Hitmontop,hitmontop,50,95,95,35,110,70,165,105,255,190,145,fighting,,Intimidate,3,Stats Affected,No,2,100,0,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,1.4,48,45,50,3200,Medium Fast,0,0,1,0
237hitmontopTechnician2,237,Hitmontop,hitmontop,50,95,95,35,110,70,165,105,255,190,145,fighting,,Technician,4,Conditional Power Boosts,No,2,100,0,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,1.4,48,45,50,3200,Medium Fast,0,0,1,0
237hitmontopSteadfast2,237,Hitmontop,hitmontop,50,95,95,35,110,70,165,105,255,190,145,fighting,,Steadfast,4,Stats Affected,Yes,2,100,0,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,1.4,48,45,50,3200,Medium Fast,0,0,1,0
238smoochumOblivious2,238,Smoochum,smoochum,45,30,15,85,65,65,95,150,125,45,150,ice,psychic,Oblivious,3,Damage Modification,Yes,2,0,100,1,2,1,1,1,0.5,1,1,1,1,0.5,2,2,2,1,2,2,1,0.4,6,45,50,3200,Medium Fast,0,0,0,0
238smoochumForewarn2,238,Smoochum,smoochum,45,30,15,85,65,65,95,150,125,45,150,ice,psychic,Forewarn,4,Miscellaneous,Yes,2,0,100,1,2,1,1,1,0.5,1,1,1,1,0.5,2,2,2,1,2,2,1,0.4,6,45,50,3200,Medium Fast,0,0,0,0
238smoochumHydration2,238,Smoochum,smoochum,45,30,15,85,65,65,95,150,125,45,150,ice,psychic,Hydration,4,Healing,Yes,2,0,100,1,2,1,1,1,0.5,1,1,1,1,0.5,2,2,2,1,2,2,1,0.4,6,45,50,3200,Medium Fast,0,0,0,0
239elekidStatic2,239,Elekid,elekid,45,63,37,65,55,95,158,160,137,100,120,electric,,Static,3,Stats Affected,No,2,75,25,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,0.6,23.5,45,50,3200,Medium Fast,0,0,0,0
239elekidVital Spirit2,239,Elekid,elekid,45,63,37,65,55,95,158,160,137,100,120,electric,,Vital Spirit,3,Damage Modification,Yes,2,75,25,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,0.6,23.5,45,50,3200,Medium Fast,0,0,0,0
240magbyFlame Body2,240,Magby,magby,45,75,37,70,55,83,158,153,137,112,125,fire,,Flame Body,3,Status Affected,No,2,75,25,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,0.7,21.4,45,50,3200,Medium Fast,0,0,0,0
240magbyVital Spirit2,240,Magby,magby,45,75,37,70,55,83,158,153,137,112,125,fire,,Vital Spirit,3,Damage Modification,Yes,2,75,25,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,0.7,21.4,45,50,3200,Medium Fast,0,0,0,0
241miltankThick Fat2,241,Miltank,miltank,95,80,105,40,70,100,180,140,270,185,110,normal,,Thick Fat,3,Type Advantage and Manipulation,No,2,0,100,1,0.5,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,1.2,75.5,45,50,2560,Slow,0,0,1,0
241miltankScrappy2,241,Miltank,miltank,95,80,105,40,70,100,180,140,270,185,110,normal,,Scrappy,4,Type Advantage and Manipulation,No,2,0,100,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,1.2,75.5,45,50,2560,Slow,0,0,1,0
241miltankSap Sipper2,241,Miltank,miltank,95,80,105,40,70,100,180,140,270,185,110,normal,,Sap Sipper,5,Conditional Power Boosts,Yes,2,0,100,1,1,1,1,0,1,2,1,1,1,1,1,1,0,1,1,1,1,1.2,75.5,45,50,2560,Slow,0,0,1,0
242blisseyNatural Cure2,242,Blissey,blissey,255,10,10,75,135,55,65,130,400,20,210,normal,,Natural Cure,3,Stats Affected,Yes,2,0,100,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,1.5,46.8,30,140,5120,Fast,0,0,1,0
242blisseySerene Grace2,242,Blissey,blissey,255,10,10,75,135,55,65,130,400,20,210,normal,,Serene Grace,3,Conditional Power Boosts,Yes,2,0,100,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,1.5,46.8,30,140,5120,Fast,0,0,1,0
242blisseyHealer2,242,Blissey,blissey,255,10,10,75,135,55,65,130,400,20,210,normal,,Healer,5,Stats Affected,No,2,0,100,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,1.5,46.8,30,140,5120,Fast,0,0,1,0
243raikouPressure2,243,Raikou,raikou,90,85,75,115,100,115,200,230,265,160,215,electric,,Pressure,3,Stats Affected,No,2,0,0,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,1.9,178,3,35,10240,Slow,0,1,1,0
243raikouInner Focus2,243,Raikou,raikou,90,85,75,115,100,115,200,230,265,160,215,electric,,Inner Focus,3,Miscellaneous,Yes,2,0,0,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,1.9,178,3,35,10240,Slow,0,1,1,0
244enteiPressure2,244,Entei,entei,115,115,85,90,75,100,215,190,275,200,165,fire,,Pressure,3,Stats Affected,No,2,0,0,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,2.1,198,3,35,10240,Slow,0,1,1,0
244enteiInner Focus2,244,Entei,entei,115,115,85,90,75,100,215,190,275,200,165,fire,,Inner Focus,3,Miscellaneous,Yes,2,0,0,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,2.1,198,3,35,10240,Slow,0,1,1,0
245suicunePressure2,245,Suicune,suicune,100,75,115,90,115,85,160,175,330,190,205,water,,Pressure,3,Stats Affected,No,2,0,0,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,2,187,3,35,10240,Slow,0,1,1,0
245suicuneInner Focus2,245,Suicune,suicune,100,75,115,90,115,85,160,175,330,190,205,water,,Inner Focus,3,Miscellaneous,Yes,2,0,0,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,2,187,3,35,10240,Slow,0,1,1,0
246larvitarGuts2,246,Larvitar,larvitar,50,64,50,45,50,41,105,86,150,114,95,rock,ground,Guts,3,Conditional Power Boosts,Yes,2,50,50,0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1,0.6,72,45,35,5120,Slow,0,0,0,0
246larvitarSand Veil2,246,Larvitar,larvitar,50,64,50,45,50,41,105,86,150,114,95,rock,ground,Sand Veil,3,Weather,Yes,2,50,50,0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1,0.6,72,45,35,5120,Slow,0,0,0,0
247pupitarShed Skin2,247,Pupitar,pupitar,70,84,70,65,70,51,135,116,210,154,135,rock,ground,Shed Skin,3,Miscellaneous,No,2,50,50,0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1,1.2,152,45,35,5120,Slow,0,0,0,0
248tyranitarSand Stream2,248,Tyranitar,tyranitar,100,134,110,95,100,61,195,156,310,244,195,rock,dark,Sand Stream,3,Weather,Yes,2,50,50,0.5,0.5,2,1,2,1,4,0.5,2,0.5,0,2,1,0.5,1,0.5,2,2,2,202,45,35,5120,Slow,1,0,1,0
248tyranitarUnnerve2,248,Tyranitar,tyranitar,100,134,110,95,100,61,195,156,310,244,195,rock,dark,Unnerve,5,Miscellaneous,No,2,50,50,0.5,0.5,2,1,2,1,4,0.5,2,0.5,0,2,1,0.5,1,0.5,2,2,2,202,45,35,5120,Slow,1,0,1,0
249lugiaPressure2,249,Lugia,lugia,106,90,130,90,154,110,200,200,390,220,244,psychic,flying,Pressure,3,Stats Affected,No,2,0,0,1,1,1,2,0.5,2,0.25,1,0,1,0.5,1,2,2,1,2,1,1,5.2,216,3,0,15360,Slow,0,1,1,0
249lugiaMultiscale2,249,Lugia,lugia,106,90,130,90,154,110,200,200,390,220,244,psychic,flying,Multiscale,5,Damage Modification,Yes,2,0,0,1,1,1,2,0.5,2,0.25,1,0,1,0.5,1,2,2,1,2,1,1,5.2,216,3,0,15360,Slow,0,1,1,0
250ho-ohPressure2,250,Ho-Oh,ho-oh,106,130,90,110,154,90,220,200,350,220,264,fire,flying,Pressure,3,Stats Affected,No,2,0,0,1,0.5,2,2,0.25,1,0.5,1,0,1,1,0.25,4,1,1,1,0.5,0.5,3.8,199,3,0,15360,Slow,0,1,1,0
250ho-ohRegenerator2,250,Ho-Oh,ho-oh,106,130,90,110,154,90,220,200,350,220,264,fire,flying,Regenerator,5,Healing,Yes,2,0,0,1,0.5,2,2,0.25,1,0.5,1,0,1,1,0.25,4,1,1,1,0.5,0.5,3.8,199,3,0,15360,Slow,0,1,1,0
251celebiNatural Cure2,251,Celebi,celebi,100,100,100,100,100,100,200,200,300,200,200,psychic,grass,Natural Cure,3,Stats Affected,Yes,2,0,0,1,2,0.5,0.5,0.5,2,0.5,2,0.5,2,0.5,4,1,2,1,2,1,1,0.6,5,45,100,15360,Medium Slow,0,1,1,0
252treeckoOvergrow3,252,Treecko,treecko,40,45,35,65,55,70,115,135,130,80,120,grass,,Overgrow,3,Conditional Power Boosts,Yes,3,88,12,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0.5,5,45,50,2560,Medium Slow,0,0,0,0
252treeckoUnburden3,252,Treecko,treecko,40,45,35,65,55,70,115,135,130,80,120,grass,,Unburden,4,Stats Affected,Yes,3,88,12,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0.5,5,45,50,2560,Medium Slow,0,0,0,0
253grovyleOvergrow3,253,Grovyle,grovyle,50,65,45,85,65,95,160,180,160,110,150,grass,,Overgrow,3,Conditional Power Boosts,Yes,3,88,12,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0.9,21.6,45,50,2560,Medium Slow,0,0,0,0
253grovyleUnburden3,253,Grovyle,grovyle,50,65,45,85,65,95,160,180,160,110,150,grass,,Unburden,4,Stats Affected,Yes,3,88,12,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0.9,21.6,45,50,2560,Medium Slow,0,0,0,0
254sceptileOvergrow3,254,Sceptile,sceptile,70,85,65,105,85,120,205,225,220,150,190,grass,,Overgrow,3,Conditional Power Boosts,Yes,3,88,12,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,1.7,52.2,45,50,2560,Medium Slow,1,0,1,0
254sceptileUnburden3,254,Sceptile,sceptile,70,85,65,105,85,120,205,225,220,150,190,grass,,Unburden,4,Stats Affected,Yes,3,88,12,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,1.7,52.2,45,50,2560,Medium Slow,1,0,1,0
255torchicBlaze3,255,Torchic,torchic,45,60,40,70,50,45,105,115,135,100,120,fire,,Blaze,3,Conditional Power Boosts,Yes,3,88,12,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,0.4,2.5,45,50,2560,Medium Slow,0,0,0,0
255torchicSpeed Boost3,255,Torchic,torchic,45,60,40,70,50,45,105,115,135,100,120,fire,,Speed Boost,3,Stats Affected,No,3,88,12,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,0.4,2.5,45,50,2560,Medium Slow,0,0,0,0
256combuskenBlaze3,256,Combusken,combusken,60,85,60,85,60,55,140,140,180,145,145,fire,fighting,Blaze,3,Conditional Power Boosts,Yes,3,88,12,1,0.5,2,1,0.5,0.5,1,1,2,2,2,0.25,1,1,1,0.5,0.5,1,0.9,19.5,45,50,2560,Medium Slow,0,0,0,0
256combuskenSpeed Boost3,256,Combusken,combusken,60,85,60,85,60,55,140,140,180,145,145,fire,fighting,Speed Boost,3,Stats Affected,No,3,88,12,1,0.5,2,1,0.5,0.5,1,1,2,2,2,0.25,1,1,1,0.5,0.5,1,0.9,19.5,45,50,2560,Medium Slow,0,0,0,0
257blazikenBlaze3,257,Blaziken,blaziken,80,120,70,110,70,80,200,190,220,190,180,fire,fighting,Blaze,3,Conditional Power Boosts,Yes,3,88,12,1,0.5,2,1,0.5,0.5,1,1,2,2,2,0.25,1,1,1,0.5,0.5,1,1.9,52,45,50,2560,Medium Slow,1,0,1,0
257blazikenSpeed Boost3,257,Blaziken,blaziken,80,120,70,110,70,80,200,190,220,190,180,fire,fighting,Speed Boost,3,Stats Affected,No,3,88,12,1,0.5,2,1,0.5,0.5,1,1,2,2,2,0.25,1,1,1,0.5,0.5,1,1.9,52,45,50,2560,Medium Slow,1,0,1,0
258mudkipTorrent3,258,Mudkip,mudkip,50,70,50,50,50,40,110,90,150,120,100,water,,Torrent,3,Conditional Power Boosts,Yes,3,88,12,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0.4,7.6,45,50,2560,Medium Slow,0,0,0,0
